Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
August 2023,27 Bryant,Grid,Weekday,"5,000"
September 2023,27 Bryant,Grid,Weekday,"5,300"
October 2023,27 Bryant,Grid,Weekday,"5,400"
November 2023,27 Bryant,Grid,Weekday,"5,200"
December 2023,27 Bryant,Grid,Weekday,"5,000"
January 2024,27 Bryant,Grid,Weekday,"5,200"
February 2024,27 Bryant,Grid,Weekday,"5,600"
March 2024,27 Bryant,Grid,Weekday,"5,800"
April 2024,27 Bryant,Grid,Weekday,"5,700"
May 2024,27 Bryant,Grid,Weekday,"6,000"
June 2024,27 Bryant,Grid,Weekday,"5,700"
July 2024,27 Bryant,Grid,Weekday,"5,600"
August 2024,27 Bryant,Grid,Weekday,"5,900"
September 2024,27 Bryant,Grid,Weekday,"6,300"
October 2024,27 Bryant,Grid,Weekday,"6,300"
November 2024,27 Bryant,Grid,Weekday,"5,800"
December 2024,27 Bryant,Grid,Weekday,"5,700"
January 2025,27 Bryant,Grid,Weekday,"5,800"
February 2025,27 Bryant,Grid,Weekday,"6,100"
March 2025,27 Bryant,Grid,Weekday,"6,200"
April 2025,27 Bryant,Grid,Weekday,"6,100"
May 2025,27 Bryant,Grid,Weekday,"6,300"
June 2025,27 Bryant,Grid,Weekday,"5,900"
July 2025,27 Bryant,Grid,Weekday,"5,900"
August 2025,27 Bryant,Grid,Weekday,"6,200"
September 2025,27 Bryant,Grid,Weekday,"6,500"
October 2025,27 Bryant,Grid,Weekday,"6,500"
January 2019,28 19th Avenue,Frequent Local,Weekday,"11,000"
February 2019,28 19th Avenue,Frequent Local,Weekday,"12,900"
March 2019,28 19th Avenue,Frequent Local,Weekday,"12,100"
April 2019,28 19th Avenue,Frequent Local,Weekday,"13,800"
May 2019,28 19th Avenue,Frequent Local,Weekday,"13,300"
June 2019,28 19th Avenue,Frequent Local,Weekday,"11,800"
July 2019,28 19th Avenue,Frequent Local,Weekday,"11,500"
August 2019,28 19th Avenue,Frequent Local,Weekday,"11,800"
September 2019,28 19th Avenue,Frequent Local,Weekday,"14,100"
October 2019,28 19th Avenue,Frequent Local,Weekday,"13,600"
November 2019,28 19th Avenue,Frequent Local,Weekday,"11,700"
December 2019,28 19th Avenue,Frequent Local,Weekday,"10,700"
January 2020,28 19th Avenue,Frequent Local,Weekday,"10,400"
February 2020,28 19th Avenue,Frequent Local,Weekday,"13,000"
March 2020,28 19th Avenue,Frequent Local,Weekday,"6,400"
April 2020,28 19th Avenue,Frequent Local,Weekday,600
May 2020,28 19th Avenue,Frequent Local,Weekday,"1,100"
June 2020,28 19th Avenue,Frequent Local,Weekday,"1,700"
July 2020,28 19th Avenue,Frequent Local,Weekday,"1,800"
August 2020,28 19th Avenue,Frequent Local,Weekday,"2,000"
September 2020,28 19th Avenue,Frequent Local,Weekday,"2,500"
October 2020,28 19th Avenue,Frequent Local,Weekday,"2,900"
November 2020,28 19th Avenue,Frequent Local,Weekday,"2,900"
December 2020,28 19th Avenue,Frequent Local,Weekday,"2,600"
January 2021,28 19th Avenue,Frequent Local,Weekday,"2,600"
February 2021,28 19th Avenue,Frequent Local,Weekday,"2,900"
March 2021,28 19th Avenue,Frequent Local,Weekday,"3,000"
April 2021,28 19th Avenue,Frequent Local,Weekday,"3,200"
May 2021,28 19th Avenue,Frequent Local,Weekday,"3,600"
June 2021,28 19th Avenue,Frequent Local,Weekday,"3,900"
July 2021,28 19th Avenue,Frequent Local,Weekday,"4,000"
August 2021,28 19th Avenue,Frequent Local,Weekday,"5,200"
September 2021,28 19th Avenue,Frequent Local,Weekday,"6,400"
October 2021,28 19th Avenue,Frequent Local,Weekday,"6,000"
November 2021,28 19th Avenue,Frequent Local,Weekday,"5,700"
December 2021,28 19th Avenue,Frequent Local,Weekday,"5,200"
January 2022,28 19th Avenue,Frequent Local,Weekday,"4,900"
February 2022,28 19th Avenue,Frequent Local,Weekday,"5,600"
March 2022,28 19th Avenue,Frequent Local,Weekday,"6,500"
April 2022,28 19th Avenue,Frequent Local,Weekday,"7,200"
May 2022,28 19th Avenue,Frequent Local,Weekday,"7,700"
June 2022,28 19th Avenue,Frequent Local,Weekday,"7,200"
July 2022,28 19th Avenue,Frequent Local,Weekday,"8,900"
August 2022,28 19th Avenue,Frequent Local,Weekday,"11,500"
September 2022,28 19th Avenue,Frequent Local,Weekday,"12,700"
October 2022,28 19th Avenue,Frequent Local,Weekday,"11,900"
November 2022,28 19th Avenue,Frequent Local,Weekday,"10,400"
December 2022,28 19th Avenue,Frequent Local,Weekday,"8,900"
January 2023,28 19th Avenue,Frequent Local,Weekday,"9,000"
February 2023,28 19th Avenue,Frequent Local,Weekday,"10,800"
March 2023,28 19th Avenue,Frequent Local,Weekday,"10,800"
April 2023,28 19th Avenue,Frequent Local,Weekday,"12,300"
May 2023,28 19th Avenue,Frequent Local,Weekday,"12,100"
June 2023,28 19th Avenue,Frequent Local,Weekday,"10,700"
July 2023,28 19th Avenue,Frequent Local,Weekday,"11,800"
August 2023,28 19th Avenue,Frequent Local,Weekday,"12,700"
September 2023,28 19th Avenue,Frequent Local,Weekday,"11,700"
October 2023,28 19th Avenue,Frequent Local,Weekday,"11,100"
November 2023,28 19th Avenue,Frequent Local,Weekday,"9,200"
December 2023,28 19th Avenue,Frequent Local,Weekday,"8,800"
January 2024,28 19th Avenue,Frequent Local,Weekday,"8,400"
February 2024,28 19th Avenue,Frequent Local,Weekday,"10,300"
March 2024,28 19th Avenue,Frequent Local,Weekday,"10,800"
April 2024,28 19th Avenue,Frequent Local,Weekday,"10,900"
May 2024,28 19th Avenue,Frequent Local,Weekday,"11,500"
June 2024,28 19th Avenue,Frequent Local,Weekday,"9,900"
July 2024,28 19th Avenue,Frequent Local,Weekday,"10,900"
August 2024,28 19th Avenue,Frequent Local,Weekday,"12,400"
September 2024,28 19th Avenue,Frequent Local,Weekday,"13,500"
October 2024,28 19th Avenue,Frequent Local,Weekday,"12,600"
November 2024,28 19th Avenue,Frequent Local,Weekday,"9,900"
December 2024,28 19th Avenue,Frequent Local,Weekday,"9,700"
January 2025,28 19th Avenue,Frequent Local,Weekday,"9,500"
February 2025,28 19th Avenue,Frequent Local,Weekday,"10,600"
March 2025,28 19th Avenue,Frequent Local,Weekday,"10,700"
April 2025,28 19th Avenue,Frequent Local,Weekday,"11,800"
May 2025,28 19th Avenue,Frequent Local,Weekday,"11,900"
June 2025,28 19th Avenue,Frequent Local,Weekday,"10,000"
July 2025,28 19th Avenue,Frequent Local,Weekday,"10,600"
August 2025,28 19th Avenue,Frequent Local,Weekday,"12,100"
September 2025,28 19th Avenue,Frequent Local,Weekday,"12,600"
October 2025,28 19th Avenue,Frequent Local,Weekday,"12,300"
January 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"5,100"
February 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"6,100"
March 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"5,600"
April 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"6,200"
May 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"5,900"
June 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"4,600"
July 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"4,200"
August 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"4,100"
September 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"6,600"
October 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"6,600"
November 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"5,600"
December 2019,28R 19th Avenue Rapid,Rapid Bus,Weekday,"5,100"
January 2020,28R 19th Avenue Rapid,Rapid Bus,Weekday,"5,200"
February 2020,28R 19th Avenue Rapid,Rapid Bus,Weekday,"6,400"
March 2020,28R 19th Avenue Rapid,Rapid Bus,Weekday,"2,700"
August 2023,28R 19th Avenue Rapid,Rapid Bus,Weekday,"1,500"
September 2023,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,700"
October 2023,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,700"
November 2023,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,400"
December 2023,28R 19th Avenue Rapid,Rapid Bus,Weekday,"2,800"
January 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"2,800"
February 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,900"
March 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,700"
April 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,800"
May 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,700"
June 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"2,600"
July 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"2,500"
August 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,500"
September 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"5,100"
October 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"4,900"
November 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,900"
December 2024,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,700"
January 2025,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,400"
February 2025,28R 19th Avenue Rapid,Rapid Bus,Weekday,"4,500"
March 2025,28R 19th Avenue Rapid,Rapid Bus,Weekday,"4,100"
April 2025,28R 19th Avenue Rapid,Rapid Bus,Weekday,"4,400"
May 2025,28R 19th Avenue Rapid,Rapid Bus,Weekday,"4,100"
June 2025,28R 19th Avenue Rapid,Rapid Bus,Weekday,"2,900"
July 2025,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,100"
August 2025,28R 19th Avenue Rapid,Rapid Bus,Weekday,"3,800"
September 2025,28R 19th Avenue Rapid,Rapid Bus,Weekday,"5,200"
October 2025,28R 19th Avenue Rapid,Rapid Bus,Weekday,"5,100"
January 2019,29 Sunset,Grid,Weekday,"17,400"
February 2019,29 Sunset,Grid,Weekday,"18,500"
March 2019,29 Sunset,Grid,Weekday,"17,100"
April 2019,29 Sunset,Grid,Weekday,"18,400"
May 2019,29 Sunset,Grid,Weekday,"18,200"
June 2019,29 Sunset,Grid,Weekday,"16,500"
July 2019,29 Sunset,Grid,Weekday,"14,500"
August 2019,29 Sunset,Grid,Weekday,"14,200"
September 2019,29 Sunset,Grid,Weekday,"20,300"
October 2019,29 Sunset,Grid,Weekday,"19,700"
November 2019,29 Sunset,Grid,Weekday,"17,800"
December 2019,29 Sunset,Grid,Weekday,"15,500"
January 2020,29 Sunset,Grid,Weekday,"16,000"
February 2020,29 Sunset,Grid,Weekday,"19,000"
March 2020,29 Sunset,Grid,Weekday,"9,600"
April 2020,29 Sunset,Grid,Weekday,"3,500"
May 2020,29 Sunset,Grid,Weekday,"4,200"
June 2020,29 Sunset,Grid,Weekday,"5,400"
July 2020,29 Sunset,Grid,Weekday,"5,500"
August 2020,29 Sunset,Grid,Weekday,"5,600"
September 2020,29 Sunset,Grid,Weekday,"5,600"
October 2020,29 Sunset,Grid,Weekday,"6,000"
November 2020,29 Sunset,Grid,Weekday,"5,800"
December 2020,29 Sunset,Grid,Weekday,"5,400"
January 2021,29 Sunset,Grid,Weekday,"5,200"
February 2021,29 Sunset,Grid,Weekday,"5,800"
March 2021,29 Sunset,Grid,Weekday,"6,100"
April 2021,29 Sunset,Grid,Weekday,"6,700"
May 2021,29 Sunset,Grid,Weekday,"7,300"
June 2021,29 Sunset,Grid,Weekday,"7,600"
July 2021,29 Sunset,Grid,Weekday,"7,900"
August 2021,29 Sunset,Grid,Weekday,"9,800"
September 2021,29 Sunset,Grid,Weekday,"11,300"
October 2021,29 Sunset,Grid,Weekday,"10,500"
November 2021,29 Sunset,Grid,Weekday,"10,100"
December 2021,29 Sunset,Grid,Weekday,"8,600"
January 2022,29 Sunset,Grid,Weekday,"8,900"
February 2022,29 Sunset,Grid,Weekday,"9,700"
March 2022,29 Sunset,Grid,Weekday,"10,700"
April 2022,29 Sunset,Grid,Weekday,"11,300"
May 2022,29 Sunset,Grid,Weekday,"11,600"
June 2022,29 Sunset,Grid,Weekday,"9,800"
July 2022,29 Sunset,Grid,Weekday,"9,700"
August 2022,29 Sunset,Grid,Weekday,"12,200"
September 2022,29 Sunset,Grid,Weekday,"14,700"
October 2022,29 Sunset,Grid,Weekday,"14,100"
November 2022,29 Sunset,Grid,Weekday,"13,000"
December 2022,29 Sunset,Grid,Weekday,"11,200"
January 2023,29 Sunset,Grid,Weekday,"12,200"
February 2023,29 Sunset,Grid,Weekday,"14,200"
March 2023,29 Sunset,Grid,Weekday,"13,100"
April 2023,29 Sunset,Grid,Weekday,"14,800"
May 2023,29 Sunset,Grid,Weekday,"14,400"
June 2023,29 Sunset,Grid,Weekday,"11,900"
July 2023,29 Sunset,Grid,Weekday,"11,700"
August 2023,29 Sunset,Grid,Weekday,"14,200"
September 2023,29 Sunset,Grid,Weekday,"16,700"
October 2023,29 Sunset,Grid,Weekday,"16,700"
November 2023,29 Sunset,Grid,Weekday,"15,000"
December 2023,29 Sunset,Grid,Weekday,"13,400"
January 2024,29 Sunset,Grid,Weekday,"13,800"
February 2024,29 Sunset,Grid,Weekday,"15,900"
March 2024,29 Sunset,Grid,Weekday,"16,100"
April 2024,29 Sunset,Grid,Weekday,"15,400"
May 2024,29 Sunset,Grid,Weekday,"16,400"
June 2024,29 Sunset,Grid,Weekday,"13,400"
July 2024,29 Sunset,Grid,Weekday,"12,900"
August 2024,29 Sunset,Grid,Weekday,"15,000"
September 2024,29 Sunset,Grid,Weekday,"18,200"
October 2024,29 Sunset,Grid,Weekday,"18,100"
November 2024,29 Sunset,Grid,Weekday,"15,000"
December 2024,29 Sunset,Grid,Weekday,"14,600"
January 2025,29 Sunset,Grid,Weekday,"15,100"
February 2025,29 Sunset,Grid,Weekday,"16,400"
March 2025,29 Sunset,Grid,Weekday,"16,300"
April 2025,29 Sunset,Grid,Weekday,"16,300"
May 2025,29 Sunset,Grid,Weekday,"17,000"
June 2025,29 Sunset,Grid,Weekday,"13,600"
July 2025,29 Sunset,Grid,Weekday,"13,100"
August 2025,29 Sunset,Grid,Weekday,"15,400"
September 2025,29 Sunset,Grid,Weekday,"18,200"
October 2025,29 Sunset,Grid,Weekday,"18,000"
January 2019,30 Stockton,Frequent Local,Weekday,"22,300"
February 2019,30 Stockton,Frequent Local,Weekday,"23,200"
March 2019,30 Stockton,Frequent Local,Weekday,"24,200"
April 2019,30 Stockton,Frequent Local,Weekday,"23,600"
May 2019,30 Stockton,Frequent Local,Weekday,"25,300"
June 2019,30 Stockton,Frequent Local,Weekday,"24,900"
July 2019,30 Stockton,Frequent Local,Weekday,"24,800"
August 2019,30 Stockton,Frequent Local,Weekday,"25,100"
September 2019,30 Stockton,Frequent Local,Weekday,"26,300"
October 2019,30 Stockton,Frequent Local,Weekday,"25,900"
November 2019,30 Stockton,Frequent Local,Weekday,"24,800"
December 2019,30 Stockton,Frequent Local,Weekday,"24,700"
January 2020,30 Stockton,Frequent Local,Weekday,"24,600"
February 2020,30 Stockton,Frequent Local,Weekday,"24,500"
March 2020,30 Stockton,Frequent Local,Weekday,"13,100"
April 2020,30 Stockton,Frequent Local,Weekday,"1,200"
June 2020,30 Stockton,Frequent Local,Weekday,"2,200"
July 2020,30 Stockton,Frequent Local,Weekday,"4,500"
August 2020,30 Stockton,Frequent Local,Weekday,"4,500"
September 2020,30 Stockton,Frequent Local,Weekday,"4,400"
October 2020,30 Stockton,Frequent Local,Weekday,"4,600"
November 2020,30 Stockton,Frequent Local,Weekday,"4,500"
December 2020,30 Stockton,Frequent Local,Weekday,"3,800"
January 2021,30 Stockton,Frequent Local,Weekday,"4,200"
February 2021,30 Stockton,Frequent Local,Weekday,"7,400"
March 2021,30 Stockton,Frequent Local,Weekday,"7,800"
April 2021,30 Stockton,Frequent Local,Weekday,"8,400"
May 2021,30 Stockton,Frequent Local,Weekday,"9,200"
June 2021,30 Stockton,Frequent Local,Weekday,"10,700"
July 2021,30 Stockton,Frequent Local,Weekday,"11,800"
August 2021,30 Stockton,Frequent Local,Weekday,"12,900"
September 2021,30 Stockton,Frequent Local,Weekday,"14,600"
October 2021,30 Stockton,Frequent Local,Weekday,"13,600"
November 2021,30 Stockton,Frequent Local,Weekday,"9,800"
December 2021,30 Stockton,Frequent Local,Weekday,"9,600"
January 2022,30 Stockton,Frequent Local,Weekday,"9,300"
February 2022,30 Stockton,Frequent Local,Weekday,"9,200"
March 2022,30 Stockton,Frequent Local,Weekday,"11,100"
April 2022,30 Stockton,Frequent Local,Weekday,"13,300"
May 2022,30 Stockton,Frequent Local,Weekday,"14,500"
June 2022,30 Stockton,Frequent Local,Weekday,"14,400"
July 2022,30 Stockton,Frequent Local,Weekday,"14,300"
August 2022,30 Stockton,Frequent Local,Weekday,"15,100"
September 2022,30 Stockton,Frequent Local,Weekday,"16,300"
October 2022,30 Stockton,Frequent Local,Weekday,"16,100"
November 2022,30 Stockton,Frequent Local,Weekday,"15,400"
December 2022,30 Stockton,Frequent Local,Weekday,"15,000"
January 2023,30 Stockton,Frequent Local,Weekday,"14,600"
February 2023,30 Stockton,Frequent Local,Weekday,"14,800"
March 2023,30 Stockton,Frequent Local,Weekday,"15,000"
April 2023,30 Stockton,Frequent Local,Weekday,"16,000"
May 2023,30 Stockton,Frequent Local,Weekday,"16,000"
June 2023,30 Stockton,Frequent Local,Weekday,"15,800"
July 2023,30 Stockton,Frequent Local,Weekday,"15,900"
August 2023,30 Stockton,Frequent Local,Weekday,"16,700"
September 2023,30 Stockton,Frequent Local,Weekday,"16,700"
October 2023,30 Stockton,Frequent Local,Weekday,"16,300"
November 2023,30 Stockton,Frequent Local,Weekday,"14,200"
December 2023,30 Stockton,Frequent Local,Weekday,"15,000"
January 2024,30 Stockton,Frequent Local,Weekday,"15,200"
February 2024,30 Stockton,Frequent Local,Weekday,"15,300"
March 2024,30 Stockton,Frequent Local,Weekday,"16,200"
April 2024,30 Stockton,Frequent Local,Weekday,"16,300"
May 2024,30 Stockton,Frequent Local,Weekday,"17,200"
June 2024,30 Stockton,Frequent Local,Weekday,"16,400"
July 2024,30 Stockton,Frequent Local,Weekday,"16,400"
August 2024,30 Stockton,Frequent Local,Weekday,"17,000"
September 2024,30 Stockton,Frequent Local,Weekday,"17,700"
October 2024,30 Stockton,Frequent Local,Weekday,"17,500"
November 2024,30 Stockton,Frequent Local,Weekday,"15,600"
December 2024,30 Stockton,Frequent Local,Weekday,"15,900"
January 2025,30 Stockton,Frequent Local,Weekday,"16,000"
February 2025,30 Stockton,Frequent Local,Weekday,"13,000"
March 2025,30 Stockton,Frequent Local,Weekday,"14,500"
April 2025,30 Stockton,Frequent Local,Weekday,"15,900"
May 2025,30 Stockton,Frequent Local,Weekday,"16,400"
June 2025,30 Stockton,Frequent Local,Weekday,"15,400"
July 2025,30 Stockton,Frequent Local,Weekday,"15,700"
August 2025,30 Stockton,Frequent Local,Weekday,"16,300"
September 2025,30 Stockton,Frequent Local,Weekday,"16,300"
October 2025,30 Stockton,Frequent Local,Weekday,"15,800"
January 2019,30X Marina Express,Specialized,Weekday,"3,000"
February 2019,30X Marina Express,Specialized,Weekday,"3,300"
March 2019,30X Marina Express,Specialized,Weekday,"3,100"
April 2019,30X Marina Express,Specialized,Weekday,"3,100"
May 2019,30X Marina Express,Specialized,Weekday,"3,100"
June 2019,30X Marina Express,Specialized,Weekday,"3,200"
July 2019,30X Marina Express,Specialized,Weekday,"3,000"
August 2019,30X Marina Express,Specialized,Weekday,"2,900"
September 2019,30X Marina Express,Specialized,Weekday,"3,100"
October 2019,30X Marina Express,Specialized,Weekday,"3,400"
November 2019,30X Marina Express,Specialized,Weekday,"3,000"
December 2019,30X Marina Express,Specialized,Weekday,"2,300"
January 2020,30X Marina Express,Specialized,Weekday,"3,300"
February 2020,30X Marina Express,Specialized,Weekday,"3,300"
March 2020,30X Marina Express,Specialized,Weekday,"1,100"
February 2025,30X Marina Express,Specialized,Weekday,100
March 2025,30X Marina Express,Specialized,Weekday,100
April 2025,30X Marina Express,Specialized,Weekday,100
May 2025,30X Marina Express,Specialized,Weekday,100
June 2025,30X Marina Express,Specialized,Weekday,100
July 2025,30X Marina Express,Specialized,Weekday,100
August 2025,30X Marina Express,Specialized,Weekday,100
September 2025,30X Marina Express,Specialized,Weekday,200
October 2025,30X Marina Express,Specialized,Weekday,200
January 2019,31 Balboa,Grid,Weekday,"9,100"
February 2019,31 Balboa,Grid,Weekday,"10,200"
March 2019,31 Balboa,Grid,Weekday,"9,600"
April 2019,31 Balboa,Grid,Weekday,"9,200"
May 2019,31 Balboa,Grid,Weekday,"9,400"
June 2019,31 Balboa,Grid,Weekday,"8,900"
July 2019,31 Balboa,Grid,Weekday,"8,400"
August 2019,31 Balboa,Grid,Weekday,"8,500"
September 2019,31 Balboa,Grid,Weekday,"11,000"
October 2019,31 Balboa,Grid,Weekday,"10,500"
November 2019,31 Balboa,Grid,Weekday,"10,000"
December 2019,31 Balboa,Grid,Weekday,"8,700"
January 2020,31 Balboa,Grid,Weekday,"9,500"
February 2020,31 Balboa,Grid,Weekday,"10,300"
March 2020,31 Balboa,Grid,Weekday,"5,100"
April 2020,31 Balboa,Grid,Weekday,400
August 2021,31 Balboa,Grid,Weekday,"1,400"
September 2021,31 Balboa,Grid,Weekday,"2,700"
October 2021,31 Balboa,Grid,Weekday,"2,600"
November 2021,31 Balboa,Grid,Weekday,"2,700"
December 2021,31 Balboa,Grid,Weekday,"2,200"
January 2022,31 Balboa,Grid,Weekday,"2,200"
February 2022,31 Balboa,Grid,Weekday,"2,900"
March 2022,31 Balboa,Grid,Weekday,"3,000"
April 2022,31 Balboa,Grid,Weekday,"3,200"
May 2022,31 Balboa,Grid,Weekday,"3,200"
June 2022,31 Balboa,Grid,Weekday,"2,800"
July 2022,31 Balboa,Grid,Weekday,"2,900"
August 2022,31 Balboa,Grid,Weekday,"3,500"
September 2022,31 Balboa,Grid,Weekday,"4,300"
October 2022,31 Balboa,Grid,Weekday,"4,000"
November 2022,31 Balboa,Grid,Weekday,"3,800"
December 2022,31 Balboa,Grid,Weekday,"3,200"
January 2023,31 Balboa,Grid,Weekday,"3,400"
February 2023,31 Balboa,Grid,Weekday,"3,900"
March 2023,31 Balboa,Grid,Weekday,"3,700"
April 2023,31 Balboa,Grid,Weekday,"4,100"
May 2023,31 Balboa,Grid,Weekday,"3,900"
June 2023,31 Balboa,Grid,Weekday,"3,400"
July 2023,31 Balboa,Grid,Weekday,"3,300"
August 2023,31 Balboa,Grid,Weekday,"4,100"
September 2023,31 Balboa,Grid,Weekday,"4,800"
October 2023,31 Balboa,Grid,Weekday,"4,800"
November 2023,31 Balboa,Grid,Weekday,"4,500"
December 2023,31 Balboa,Grid,Weekday,"3,900"
January 2024,31 Balboa,Grid,Weekday,"4,100"
February 2024,31 Balboa,Grid,Weekday,"4,800"
March 2024,31 Balboa,Grid,Weekday,"4,800"
April 2024,31 Balboa,Grid,Weekday,"4,900"
May 2024,31 Balboa,Grid,Weekday,"4,700"
June 2024,31 Balboa,Grid,Weekday,"4,200"
July 2024,31 Balboa,Grid,Weekday,"4,100"
August 2024,31 Balboa,Grid,Weekday,"4,800"
September 2024,31 Balboa,Grid,Weekday,"5,500"
October 2024,31 Balboa,Grid,Weekday,"5,400"
November 2024,31 Balboa,Grid,Weekday,"4,800"
December 2024,31 Balboa,Grid,Weekday,"4,400"
January 2025,31 Balboa,Grid,Weekday,"4,600"
February 2025,31 Balboa,Grid,Weekday,"5,000"
March 2025,31 Balboa,Grid,Weekday,"4,900"
April 2025,31 Balboa,Grid,Weekday,"4,900"
May 2025,31 Balboa,Grid,Weekday,"4,700"
June 2025,31 Balboa,Grid,Weekday,"4,000"
July 2025,31 Balboa,Grid,Weekday,"3,400"
August 2025,31 Balboa,Grid,Weekday,"4,200"
September 2025,31 Balboa,Grid,Weekday,"4,700"
October 2025,31 Balboa,Grid,Weekday,"4,500"
January 2019,31AX Balboa A Express,Specialized,Weekday,"1,200"
February 2019,31AX Balboa A Express,Specialized,Weekday,"1,200"
March 2019,31AX Balboa A Express,Specialized,Weekday,"1,200"
April 2019,31AX Balboa A Express,Specialized,Weekday,"1,200"
May 2019,31AX Balboa A Express,Specialized,Weekday,"1,200"
June 2019,31AX Balboa A Express,Specialized,Weekday,"1,200"
July 2019,31AX Balboa A Express,Specialized,Weekday,"1,300"
August 2019,31AX Balboa A Express,Specialized,Weekday,"1,300"
September 2019,31AX Balboa A Express,Specialized,Weekday,"1,300"
October 2019,31AX Balboa A Express,Specialized,Weekday,"1,200"
November 2019,31AX Balboa A Express,Specialized,Weekday,"1,200"
December 2019,31AX Balboa A Express,Specialized,Weekday,"1,200"
January 2020,31AX Balboa A Express,Specialized,Weekday,"1,300"
February 2020,31AX Balboa A Express,Specialized,Weekday,"1,300"
March 2020,31AX Balboa A Express,Specialized,Weekday,"1,000"
January 2019,31BX Balboa B Express,Specialized,Weekday,"1,000"
February 2019,31BX Balboa B Express,Specialized,Weekday,"1,000"
March 2019,31BX Balboa B Express,Specialized,Weekday,"1,000"
April 2019,31BX Balboa B Express,Specialized,Weekday,"1,100"
May 2019,31BX Balboa B Express,Specialized,Weekday,"1,000"
June 2019,31BX Balboa B Express,Specialized,Weekday,"1,000"
July 2019,31BX Balboa B Express,Specialized,Weekday,"1,100"
August 2019,31BX Balboa B Express,Specialized,Weekday,"1,000"
September 2019,31BX Balboa B Express,Specialized,Weekday,"1,100"
October 2019,31BX Balboa B Express,Specialized,Weekday,"1,100"
November 2019,31BX Balboa B Express,Specialized,Weekday,"1,000"
December 2019,31BX Balboa B Express,Specialized,Weekday,900
January 2020,31BX Balboa B Express,Specialized,Weekday,"1,100"
February 2020,31BX Balboa B Express,Specialized,Weekday,"1,100"
March 2020,31BX Balboa B Express,Specialized,Weekday,700
January 2019,33 Ashbury/18th,Grid,Weekday,"5,900"
February 2019,33 Ashbury/18th,Grid,Weekday,"6,300"
March 2019,33 Ashbury/18th,Grid,Weekday,"6,000"
April 2019,33 Ashbury/18th,Grid,Weekday,"6,100"
May 2019,33 Ashbury/18th,Grid,Weekday,"6,300"
June 2019,33 Ashbury/18th,Grid,Weekday,"6,300"
July 2019,33 Ashbury/18th,Grid,Weekday,"6,100"
August 2019,33 Ashbury/18th,Grid,Weekday,"5,800"
September 2019,33 Ashbury/18th,Grid,Weekday,"7,000"
October 2019,33 Ashbury/18th,Grid,Weekday,"6,800"
November 2019,33 Ashbury/18th,Grid,Weekday,"6,300"
December 2019,33 Ashbury/18th,Grid,Weekday,"5,900"
January 2020,33 Ashbury/18th,Grid,Weekday,"6,300"
February 2020,33 Ashbury/18th,Grid,Weekday,"6,900"
March 2020,33 Ashbury/18th,Grid,Weekday,"3,300"
April 2020,33 Ashbury/18th,Grid,Weekday,300
January 2021,33 Ashbury/18th,Grid,Weekday,300
February 2021,33 Ashbury/18th,Grid,Weekday,"1,600"
March 2021,33 Ashbury/18th,Grid,Weekday,"1,900"
April 2021,33 Ashbury/18th,Grid,Weekday,"2,200"
May 2021,33 Ashbury/18th,Grid,Weekday,"2,400"
June 2021,33 Ashbury/18th,Grid,Weekday,"2,700"
July 2021,33 Ashbury/18th,Grid,Weekday,"2,900"
August 2021,33 Ashbury/18th,Grid,Weekday,"3,200"
September 2021,33 Ashbury/18th,Grid,Weekday,"3,600"
October 2021,33 Ashbury/18th,Grid,Weekday,"3,500"
November 2021,33 Ashbury/18th,Grid,Weekday,"3,600"
December 2021,33 Ashbury/18th,Grid,Weekday,"3,100"
January 2022,33 Ashbury/18th,Grid,Weekday,"3,100"
February 2022,33 Ashbury/18th,Grid,Weekday,"3,600"
March 2022,33 Ashbury/18th,Grid,Weekday,"3,400"
